activity_id,lead_id,activity_type,activity_date,activity_status,notes
5066,805,Email,2026-04-25,Pending,Discussed budget and preferred location.
5067,945,WhatsApp,2025-04-26,Pending,Scheduled follow-up call.
5068,2790,WhatsApp,2025-05-13,Failed,No response from customer.
5069,1858,Site Visit,2026-01-21,Failed,Shared available property options.
5070,1611,Call,2025-12-06,Failed,Sent lease and booking information.
5071,2924,Call,2026-06-27,Completed,Scheduled follow-up call.
5072,1960,Email,2025-01-16,Pending,Sent lease and booking information.
5073,2708,Follow-up,2025-08-08,Failed,No response from customer.
5074,1053,Follow-up,2025-09-07,Pending,Discussed budget and preferred location.
5075,296,Site Visit,2025-11-12,Pending,Scheduled follow-up call.
5076,926,Follow-up,2025-12-25,Failed,Customer requested more details.
5077,640,WhatsApp,2026-01-04,Failed,Scheduled follow-up call.
5078,2388,Email,2025-08-03,Completed,Shared available property options.
5079,628,Follow-up,2025-04-30,Completed,No response from customer.
5080,2487,Document Shared,2025-09-11,Pending,Sent lease and booking information.
5081,1168,WhatsApp,2025-12-19,Failed,Customer requested more details.
5082,942,SMS,2025-01-26,Pending,Customer requested more details.
5083,830,Email,2026-03-28,Failed,Sent lease and booking information.
5084,1771,Site Visit,2025-04-12,Completed,Discussed budget and preferred location.
5085,2567,Follow-up,2025-12-04,Pending,Discussed budget and preferred location.
5086,976,Site Visit,2025-11-28,Completed,Shared available property options.
5087,955,SMS,2026-01-20,Completed,Shared available property options.
5088,1263,WhatsApp,2025-05-11,Failed,Scheduled follow-up call.
5089,952,Document Shared,2026-01-31,Failed,Customer requested more details.
5090,944,Email,2025-06-11,Pending,Discussed budget and preferred location.
5091,2203,Site Visit,2026-03-07,Completed,Scheduled follow-up call.
5092,1205,WhatsApp,2026-02-05,Failed,Customer requested more details.
5093,2136,Document Shared,2025-04-09,Pending,Discussed budget and preferred location.
5094,1535,Call,2025-11-28,Completed,Discussed budget and preferred location.
5095,1097,WhatsApp,2025-11-27,Pending,Scheduled follow-up call.
5096,2979,Site Visit,2025-07-22,Completed,Discussed budget and preferred location.
5097,179,SMS,2025-07-27,Completed,Scheduled follow-up call.
5098,2260,WhatsApp,2025-08-06,Pending,Shared available property options.
5099,1829,WhatsApp,2025-06-29,Completed,Sent lease and booking information.
5100,1258,Site Visit,2025-02-15,Completed,Sent lease and booking information.
5101,465,SMS,2026-01-22,Completed,No response from customer.
5102,1775,Call,2025-07-13,Completed,Shared available property options.
5103,2679,Email,2026-05-18,Pending,Scheduled follow-up call.
5104,2873,Site Visit,2025-11-17,Failed,No response from customer.
5105,1231,Email,2025-05-12,Failed,Customer requested more details.
5106,2655,Call,2025-10-20,Failed,No response from customer.
5107,885,Document Shared,2025-07-14,Pending,Discussed budget and preferred location.
5108,2414,Follow-up,2025-10-01,Pending,No response from customer.
5109,2324,Document Shared,2025-05-02,Completed,Discussed budget and preferred location.
5110,2428,Email,2026-05-01,Completed,Scheduled follow-up call.
5111,1333,WhatsApp,2025-03-29,Completed,Sent lease and booking information.
5112,1655,WhatsApp,2026-01-10,Completed,Customer requested more details.
5113,945,Call,2025-04-26,Pending,No response from customer.
5114,2858,Call,2025-04-11,Failed,Discussed budget and preferred location.
5115,925,Email,2026-06-21,Failed,Discussed budget and preferred location.
5116,1939,Email,2026-04-22,Completed,Shared available property options.
5117,494,Email,2025-08-24,Completed,Scheduled follow-up call.
5118,1547,SMS,2025-03-12,Completed,Shared available property options.
5119,1970,WhatsApp,2026-02-15,Failed,Scheduled follow-up call.
5120,1095,Email,2025-09-11,Pending,No response from customer.
5121,2412,WhatsApp,2025-01-28,Completed,Shared available property options.
5122,2618,WhatsApp,2026-01-28,Failed,Scheduled follow-up call.
5123,1826,Document Shared,2025-11-16,Completed,Discussed budget and preferred location.
5124,763,Email,2026-03-31,Failed,Shared available property options.
5125,2324,SMS,2025-04-30,Failed,Customer requested more details.
5126,50,Email,2026-03-25,Completed,Sent lease and booking information.
5127,2776,WhatsApp,2025-10-22,Completed,Scheduled follow-up call.
5128,906,Site Visit,2025-11-23,Pending,Shared available property options.
5129,2976,WhatsApp,2025-02-28,Failed,No response from customer.
5130,564,Follow-up,2025-11-26,Completed,Sent lease and booking information.
5131,783,WhatsApp,2025-09-04,Failed,Discussed budget and preferred location.
5132,2533,Site Visit,2025-05-18,Completed,Sent lease and booking information.
5133,2041,Call,2026-05-18,Pending,Discussed budget and preferred location.
5134,1832,Follow-up,2025-12-27,Completed,No response from customer.
5135,584,Call,2026-03-17,Failed,Discussed budget and preferred location.
5136,1320,Document Shared,2026-05-27,Completed,Customer requested more details.
5137,236,Email,2025-04-28,Failed,Scheduled follow-up call.
5138,2104,Follow-up,2025-08-28,Failed,Sent lease and booking information.
5139,1943,Follow-up,2025-09-12,Failed,Discussed budget and preferred location.
5140,360,Follow-up,2025-10-18,Completed,No response from customer.
5141,1931,Call,2025-09-18,Failed,Sent lease and booking information.
5142,110,Site Visit,2025-09-23,Completed,No response from customer.
5143,192,Email,2025-02-25,Pending,Shared available property options.
5144,904,SMS,2026-01-31,Failed,Sent lease and booking information.
5145,1117,Call,2025-04-24,Failed,Discussed budget and preferred location.
5146,862,Email,2026-02-11,Failed,No response from customer.
5147,2616,Site Visit,2025-06-27,Completed,Discussed budget and preferred location.
5148,1084,SMS,2025-09-30,Failed,Customer requested more details.
5149,650,Follow-up,2026-06-05,Pending,Customer requested more details.
5150,39,WhatsApp,2026-05-19,Failed,Sent lease and booking information.
5151,637,Document Shared,2026-05-29,Failed,Shared available property options.
5152,1037,WhatsApp,2026-06-14,Failed,Sent lease and booking information.
5153,36,WhatsApp,2026-06-09,Failed,Scheduled follow-up call.
5154,2149,Document Shared,2025-06-24,Completed,Sent lease and booking information.
5155,1362,WhatsApp,2025-12-15,Completed,Sent lease and booking information.
5156,1984,Follow-up,2026-06-20,Failed,Sent lease and booking information.
5157,166,Site Visit,2025-11-08,Completed,Discussed budget and preferred location.
5158,2431,Follow-up,2026-05-19,Pending,Customer requested more details.
5159,1880,Follow-up,2025-10-16,Failed,Shared available property options.
5160,2838,Call,2025-12-28,Pending,Scheduled follow-up call.
5161,31,WhatsApp,2025-09-02,Pending,Shared available property options.
5162,11,Site Visit,2026-01-28,Pending,Scheduled follow-up call.
5163,2012,Follow-up,2026-04-25,Failed,Shared available property options.
5164,2144,Call,2026-02-10,Failed,Shared available property options.
5165,2501,SMS,2026-04-14,Pending,Discussed budget and preferred location.
5166,2240,WhatsApp,2026-01-24,Pending,No response from customer.
5167,486,Call,2025-06-20,Pending,No response from customer.
5168,1290,Email,2025-10-20,Pending,Shared available property options.
5169,1448,WhatsApp,2025-09-19,Completed,Discussed budget and preferred location.
5170,2286,WhatsApp,2025-01-23,Failed,No response from customer.
5171,1944,Site Visit,2025-07-03,Pending,Customer requested more details.
5172,1964,Email,2025-12-04,Completed,Sent lease and booking information.
5173,1852,Email,2026-03-08,Completed,Customer requested more details.
5174,1470,Document Shared,2025-05-10,Completed,Discussed budget and preferred location.
5175,1367,Email,2025-02-26,Pending,Discussed budget and preferred location.
5176,2783,Follow-up,2026-04-25,Completed,No response from customer.
5177,991,Email,2025-05-16,Pending,Discussed budget and preferred location.
5178,825,WhatsApp,2025-10-20,Completed,No response from customer.
5179,1463,Site Visit,2026-07-02,Pending,Discussed budget and preferred location.
5180,2154,WhatsApp,2025-01-14,Pending,Customer requested more details.
5181,2229,Email,2025-11-12,Failed,Customer requested more details.
5182,2232,Call,2026-05-13,Pending,Customer requested more details.
5183,226,SMS,2025-07-18,Completed,Discussed budget and preferred location.
5184,777,Site Visit,2025-04-20,Pending,Customer requested more details.
5185,2838,WhatsApp,2026-01-13,Failed,Sent lease and booking information.
5186,1113,Email,2025-10-09,Pending,No response from customer.
5187,688,Follow-up,2025-07-15,Pending,Shared available property options.
5188,530,Follow-up,2025-12-13,Failed,Discussed budget and preferred location.
5189,972,Email,2025-06-27,Pending,Sent lease and booking information.
5190,936,Call,2026-02-18,Pending,Shared available property options.
5191,1423,SMS,2025-04-18,Pending,Shared available property options.
5192,2154,Site Visit,2025-01-09,Pending,Discussed budget and preferred location.
5193,1295,Follow-up,2026-04-17,Pending,Discussed budget and preferred location.
5194,1999,Site Visit,2025-12-05,Completed,Shared available property options.
5195,2879,Document Shared,2026-03-07,Pending,Shared available property options.
5196,1527,Site Visit,2025-11-10,Completed,Shared available property options.
5197,679,SMS,2026-03-22,Completed,No response from customer.
5198,2897,Document Shared,2025-08-27,Pending,No response from customer.
5199,2441,Follow-up,2025-07-23,Pending,Scheduled follow-up call.
5200,40,Email,2025-03-15,Failed,Shared available property options.
5201,2708,Call,2025-08-12,Pending,Shared available property options.
5202,1106,Document Shared,2025-05-19,Completed,Scheduled follow-up call.
5203,845,Document Shared,2025-12-05,Completed,Sent lease and booking information.
5204,1744,SMS,2026-01-07,Pending,Discussed budget and preferred location.
5205,2249,Site Visit,2025-10-04,Completed,Shared available property options.
5206,447,Email,2025-12-13,Completed,Customer requested more details.
5207,1235,Document Shared,2025-12-30,Completed,Shared available property options.
5208,2492,Email,2025-12-01,Completed,Sent lease and booking information.
5209,1351,WhatsApp,2025-03-03,Pending,Sent lease and booking information.
5210,2809,WhatsApp,2025-05-15,Pending,Shared available property options.
5211,227,Site Visit,2025-12-25,Pending,Scheduled follow-up call.
5212,48,Email,2025-09-01,Failed,Sent lease and booking information.
5213,2960,WhatsApp,2025-12-03,Pending,No response from customer.
5214,1463,Document Shared,2026-06-04,Completed,Sent lease and booking information.
5215,1831,Call,2026-04-04,Pending,Sent lease and booking information.
5216,187,Document Shared,2026-03-12,Completed,Sent lease and booking information.
5217,2393,WhatsApp,2025-06-23,Failed,Discussed budget and preferred location.
5218,2272,SMS,2025-08-24,Pending,Shared available property options.
5219,2878,Call,2025-08-10,Pending,Customer requested more details.
5220,2536,Follow-up,2026-05-04,Completed,Sent lease and booking information.
5221,1933,SMS,2025-10-22,Failed,Shared available property options.
5222,2925,WhatsApp,2025-05-15,Pending,Shared available property options.
5223,849,SMS,2025-06-01,Failed,No response from customer.
5224,2033,SMS,2026-06-05,Failed,Discussed budget and preferred location.
5225,1253,Document Shared,2026-06-30,Pending,No response from customer.
5226,1414,Email,2026-03-04,Completed,Shared available property options.
5227,979,SMS,2026-01-17,Failed,No response from customer.
5228,1613,Email,2025-06-21,Failed,Scheduled follow-up call.
5229,1017,WhatsApp,2026-05-27,Failed,Sent lease and booking information.
5230,2236,Document Shared,2025-09-12,Pending,Shared available property options.
5231,1882,Follow-up,2025-03-18,Failed,Sent lease and booking information.
5232,270,Email,2025-08-26,Pending,Scheduled follow-up call.
5233,1631,Follow-up,2025-05-04,Completed,No response from customer.
5234,310,WhatsApp,2025-01-23,Failed,Discussed budget and preferred location.
5235,2044,WhatsApp,2025-09-10,Pending,Scheduled follow-up call.
5236,1575,SMS,2026-06-30,Failed,Customer requested more details.
5237,1096,Document Shared,2025-07-28,Failed,No response from customer.
5238,2893,Site Visit,2025-06-26,Failed,Shared available property options.
5239,1696,Follow-up,2025-03-03,Failed,Scheduled follow-up call.
5240,2534,SMS,2026-06-05,Completed,Shared available property options.
5241,1446,Document Shared,2025-04-28,Completed,No response from customer.
5242,2168,Call,2025-12-13,Failed,No response from customer.
5243,220,WhatsApp,2025-09-24,Completed,Customer requested more details.
5244,53,Document Shared,2025-04-28,Failed,Customer requested more details.
5245,1758,Document Shared,2025-12-06,Failed,No response from customer.
5246,1475,SMS,2026-05-29,Pending,Scheduled follow-up call.
5247,1667,Follow-up,2025-02-24,Pending,Discussed budget and preferred location.
5248,1261,SMS,2025-06-14,Failed,Discussed budget and preferred location.
5249,2806,Email,2025-06-10,Completed,No response from customer.
5250,2786,WhatsApp,2025-12-07,Completed,Scheduled follow-up call.
5251,720,Call,2025-10-04,Failed,Scheduled follow-up call.
5252,406,Email,2025-02-19,Failed,No response from customer.
5253,2656,Email,2025-11-25,Completed,Scheduled follow-up call.
5254,2470,Call,2026-03-16,Pending,No response from customer.
5255,2760,Call,2025-07-18,Failed,Discussed budget and preferred location.
5256,2295,Follow-up,2025-10-01,Completed,Sent lease and booking information.
5257,72,SMS,2026-02-28,Completed,No response from customer.
5258,1854,Follow-up,2025-02-23,Pending,No response from customer.
5259,2233,Follow-up,2025-03-22,Failed,Discussed budget and preferred location.
5260,2054,SMS,2026-04-07,Pending,Sent lease and booking information.
5261,1230,Follow-up,2025-11-08,Completed,No response from customer.
5262,1568,Call,2026-05-19,Completed,No response from customer.
5263,2954,Follow-up,2025-10-24,Completed,Scheduled follow-up call.
5264,387,Call,2025-09-15,Failed,Customer requested more details.
5265,1792,WhatsApp,2025-11-04,Completed,Scheduled follow-up call.
5266,699,SMS,2026-01-12,Pending,Scheduled follow-up call.
5267,1201,SMS,2026-05-24,Failed,Shared available property options.
5268,827,WhatsApp,2025-08-20,Pending,Sent lease and booking information.
5269,1823,Follow-up,2025-04-04,Failed,Scheduled follow-up call.
5270,349,Document Shared,2025-04-28,Pending,Scheduled follow-up call.
5271,1279,WhatsApp,2025-08-04,Completed,Shared available property options.
5272,308,SMS,2025-05-02,Completed,Discussed budget and preferred location.
5273,1151,Call,2025-08-22,Pending,Discussed budget and preferred location.
5274,1961,Email,2026-04-22,Pending,Sent lease and booking information.
5275,2335,Follow-up,2025-05-08,Failed,Customer requested more details.
5276,766,WhatsApp,2025-09-27,Pending,Customer requested more details.
5277,725,Site Visit,2026-02-22,Completed,Discussed budget and preferred location.
5278,2810,Site Visit,2025-10-09,Pending,Customer requested more details.
5279,1620,WhatsApp,2026-01-06,Pending,Scheduled follow-up call.
5280,383,Document Shared,2026-02-23,Pending,No response from customer.
5281,2436,Site Visit,2026-01-18,Pending,No response from customer.
5282,525,Call,2025-03-19,Failed,No response from customer.
5283,2687,Email,2025-05-26,Pending,Customer requested more details.
5284,2986,Call,2026-05-26,Completed,Customer requested more details.
5285,276,Document Shared,2025-06-07,Pending,Shared available property options.
5286,2548,Email,2025-01-27,Completed,Sent lease and booking information.
5287,2765,Document Shared,2026-06-04,Failed,Customer requested more details.
5288,337,Document Shared,2025-10-21,Failed,No response from customer.
5289,1974,Site Visit,2026-01-29,Pending,No response from customer.
5290,2980,Email,2025-05-14,Failed,No response from customer.
5291,481,Follow-up,2026-03-09,Pending,Scheduled follow-up call.
5292,911,Document Shared,2025-12-20,Completed,No response from customer.
5293,1997,Follow-up,2025-12-09,Completed,Customer requested more details.
5294,1352,Call,2026-05-18,Completed,Discussed budget and preferred location.
5295,2034,Site Visit,2026-02-03,Failed,Customer requested more details.
5296,1755,Document Shared,2026-01-11,Completed,Customer requested more details.
5297,109,Email,2025-12-22,Failed,Sent lease and booking information.
5298,328,WhatsApp,2026-02-17,Failed,Customer requested more details.
5299,1800,Site Visit,2026-01-10,Pending,Scheduled follow-up call.
5300,315,Follow-up,2026-02-24,Completed,Customer requested more details.
5301,1135,SMS,2026-03-20,Pending,Shared available property options.
5302,2747,Email,2025-05-27,Pending,Discussed budget and preferred location.
5303,781,Email,2026-04-19,Completed,Customer requested more details.
5304,1521,Document Shared,2026-02-11,Pending,No response from customer.
5305,156,Follow-up,2025-02-27,Failed,Scheduled follow-up call.
5306,1497,WhatsApp,2025-07-25,Failed,Customer requested more details.
5307,1725,Follow-up,2026-05-22,Completed,No response from customer.
5308,887,WhatsApp,2026-03-17,Pending,Customer requested more details.
5309,2806,Call,2025-06-12,Failed,Scheduled follow-up call.
5310,722,Follow-up,2025-07-10,Completed,Shared available property options.
5311,913,SMS,2025-05-31,Completed,Discussed budget and preferred location.
5312,871,Call,2025-07-25,Pending,Scheduled follow-up call.
5313,13,Follow-up,2025-10-04,Completed,Scheduled follow-up call.
5314,2656,Site Visit,2025-11-20,Pending,No response from customer.
5315,498,Email,2025-06-23,Completed,Customer requested more details.
5316,1757,Site Visit,2025-01-23,Pending,No response from customer.
5317,2286,SMS,2025-01-23,Pending,Customer requested more details.
5318,1118,SMS,2025-05-30,Pending,Scheduled follow-up call.
5319,2829,Site Visit,2025-11-13,Pending,Scheduled follow-up call.
5320,1195,Document Shared,2025-12-21,Failed,Sent lease and booking information.
5321,2005,Site Visit,2025-04-05,Completed,Sent lease and booking information.
5322,2654,SMS,2025-09-17,Pending,Discussed budget and preferred location.
5323,2709,Follow-up,2025-07-28,Pending,Scheduled follow-up call.
5324,1648,WhatsApp,2025-08-25,Failed,Customer requested more details.
5325,1591,SMS,2025-12-27,Failed,Scheduled follow-up call.
5326,2897,Site Visit,2025-08-27,Failed,Customer requested more details.
5327,2984,Follow-up,2026-03-02,Pending,Discussed budget and preferred location.
5328,1491,Follow-up,2026-05-03,Pending,Discussed budget and preferred location.
5329,2676,Site Visit,2026-04-10,Completed,Scheduled follow-up call.
5330,143,Email,2025-10-22,Pending,No response from customer.
5331,1225,Email,2026-04-16,Pending,No response from customer.
5332,2762,Call,2025-09-28,Completed,Customer requested more details.
5333,2527,Document Shared,2026-01-11,Pending,Discussed budget and preferred location.
5334,565,Follow-up,2025-11-14,Pending,Discussed budget and preferred location.
5335,2519,Follow-up,2025-05-08,Failed,Scheduled follow-up call.
5336,2432,Email,2025-09-09,Completed,Discussed budget and preferred location.
5337,1716,Document Shared,2025-05-17,Failed,Customer requested more details.
5338,2974,Email,2026-02-19,Pending,Discussed budget and preferred location.
5339,417,Email,2026-04-02,Pending,Scheduled follow-up call.
5340,1849,Email,2026-03-04,Failed,Discussed budget and preferred location.
5341,2356,Site Visit,2025-10-01,Completed,Shared available property options.
5342,2697,Call,2025-04-27,Failed,Scheduled follow-up call.
5343,1718,Document Shared,2025-09-26,Failed,Discussed budget and preferred location.
5344,1391,Document Shared,2026-05-19,Failed,Discussed budget and preferred location.
5345,1068,WhatsApp,2025-03-21,Failed,Scheduled follow-up call.
5346,2787,WhatsApp,2026-04-12,Pending,Discussed budget and preferred location.
5347,1867,Follow-up,2025-01-22,Pending,Discussed budget and preferred location.
5348,1122,Email,2025-11-22,Pending,No response from customer.
5349,1289,SMS,2025-11-15,Pending,No response from customer.
5350,1807,WhatsApp,2026-05-04,Completed,Sent lease and booking information.
5351,2188,Follow-up,2025-09-11,Failed,Scheduled follow-up call.
5352,1505,Document Shared,2025-12-26,Completed,Customer requested more details.
5353,1017,Document Shared,2026-06-04,Pending,Sent lease and booking information.
5354,953,WhatsApp,2025-07-30,Failed,Shared available property options.
5355,2952,Call,2026-06-07,Completed,Sent lease and booking information.
5356,72,SMS,2026-03-08,Completed,Customer requested more details.
5357,1691,Document Shared,2025-05-21,Pending,Shared available property options.
5358,1292,Call,2026-02-24,Pending,Shared available property options.
5359,1345,SMS,2026-05-22,Failed,Discussed budget and preferred location.
5360,2155,Call,2025-12-25,Completed,Scheduled follow-up call.
5361,883,SMS,2025-02-07,Pending,Discussed budget and preferred location.
5362,139,Document Shared,2026-03-10,Completed,Sent lease and booking information.
5363,2663,Follow-up,2025-12-07,Pending,Customer requested more details.
5364,2911,Email,2025-02-20,Completed,Sent lease and booking information.
5365,2321,Document Shared,2025-12-09,Failed,Scheduled follow-up call.
5366,1505,Call,2026-01-06,Failed,Scheduled follow-up call.
5367,2464,Call,2026-07-09,Pending,Discussed budget and preferred location.
5368,2554,Email,2025-06-13,Failed,Shared available property options.
5369,733,Follow-up,2026-07-10,Pending,Discussed budget and preferred location.
5370,1749,WhatsApp,2025-02-16,Completed,Scheduled follow-up call.
5371,424,WhatsApp,2025-05-07,Pending,Scheduled follow-up call.
5372,1592,SMS,2025-10-20,Failed,No response from customer.
5373,390,Document Shared,2025-06-29,Pending,Scheduled follow-up call.
5374,342,Follow-up,2025-12-19,Pending,Customer requested more details.
5375,946,Call,2025-09-26,Pending,Sent lease and booking information.
5376,614,Follow-up,2025-08-05,Failed,Scheduled follow-up call.
5377,493,WhatsApp,2025-10-20,Pending,Shared available property options.
5378,192,Call,2025-03-03,Failed,Shared available property options.
5379,499,Follow-up,2025-10-17,Failed,Customer requested more details.
5380,822,Document Shared,2026-05-19,Completed,Customer requested more details.
5381,1736,Email,2025-11-14,Completed,Customer requested more details.
5382,1257,Follow-up,2025-05-29,Completed,Customer requested more details.
5383,1969,Document Shared,2025-10-13,Failed,Shared available property options.
5384,227,SMS,2025-12-08,Completed,Scheduled follow-up call.
5385,1395,Site Visit,2025-11-12,Failed,Scheduled follow-up call.
5386,2187,Call,2025-12-22,Failed,Shared available property options.
5387,2904,Site Visit,2025-10-20,Failed,Discussed budget and preferred location.
5388,817,Call,2025-09-02,Completed,Discussed budget and preferred location.
5389,1474,Email,2025-09-13,Pending,Shared available property options.
5390,1087,Follow-up,2025-06-21,Completed,Discussed budget and preferred location.
5391,104,Document Shared,2025-06-21,Completed,Sent lease and booking information.
5392,1875,Call,2026-03-29,Pending,No response from customer.
5393,871,Site Visit,2025-07-13,Pending,Sent lease and booking information.
5394,668,Email,2025-05-25,Pending,Discussed budget and preferred location.
5395,2043,Site Visit,2025-11-05,Completed,Customer requested more details.
5396,273,Call,2025-06-19,Pending,No response from customer.
5397,1030,Document Shared,2025-01-31,Completed,Sent lease and booking information.
5398,2232,Email,2026-05-23,Failed,Customer requested more details.
5399,1052,Email,2025-05-25,Pending,Scheduled follow-up call.
5400,1574,Follow-up,2025-08-12,Pending,Sent lease and booking information.
5401,293,Site Visit,2026-05-01,Failed,Shared available property options.
5402,2225,Call,2025-05-02,Completed,Scheduled follow-up call.
5403,2106,WhatsApp,2026-01-27,Failed,Sent lease and booking information.
5404,1293,Follow-up,2026-05-31,Completed,Sent lease and booking information.
5405,308,Document Shared,2025-06-08,Pending,Scheduled follow-up call.
5406,977,Email,2026-04-20,Pending,Customer requested more details.
5407,1252,Site Visit,2025-03-20,Failed,Sent lease and booking information.
5408,1271,Call,2025-09-10,Pending,No response from customer.
5409,2748,Call,2025-09-11,Pending,Scheduled follow-up call.
5410,1518,Site Visit,2025-01-28,Completed,Shared available property options.
5411,2131,Email,2025-05-20,Completed,Shared available property options.
5412,1210,Call,2026-01-13,Completed,Sent lease and booking information.
5413,2300,Site Visit,2025-08-27,Pending,No response from customer.
5414,1379,Document Shared,2025-03-19,Completed,Shared available property options.
5415,1774,WhatsApp,2025-11-25,Completed,Shared available property options.
5416,1720,WhatsApp,2026-06-11,Completed,Discussed budget and preferred location.
5417,2043,Document Shared,2025-11-30,Pending,Shared available property options.
5418,796,Call,2026-04-05,Pending,Customer requested more details.
5419,897,WhatsApp,2025-09-02,Completed,Sent lease and booking information.
5420,1962,Site Visit,2025-09-15,Failed,Shared available property options.
5421,210,SMS,2025-11-08,Pending,Shared available property options.
5422,2864,Site Visit,2025-01-29,Failed,No response from customer.
5423,2657,SMS,2025-12-04,Pending,Scheduled follow-up call.
5424,2495,Document Shared,2026-01-31,Pending,Sent lease and booking information.
5425,2508,SMS,2025-08-28,Failed,Sent lease and booking information.
5426,968,SMS,2025-04-04,Pending,Shared available property options.
5427,472,WhatsApp,2026-01-27,Completed,Customer requested more details.
5428,2418,Follow-up,2025-02-20,Failed,Discussed budget and preferred location.
5429,2948,Document Shared,2025-07-30,Pending,Customer requested more details.
5430,923,Call,2026-02-20,Failed,No response from customer.
5431,137,Site Visit,2025-10-11,Pending,Scheduled follow-up call.
5432,367,Call,2025-05-03,Pending,Scheduled follow-up call.
5433,2960,Call,2025-11-02,Completed,Shared available property options.
5434,184,WhatsApp,2025-06-05,Failed,Scheduled follow-up call.
5435,2520,SMS,2025-05-04,Completed,Customer requested more details.
5436,1399,Call,2026-03-01,Pending,Shared available property options.
5437,2702,Follow-up,2026-04-28,Completed,Scheduled follow-up call.
5438,2797,Email,2026-05-15,Pending,No response from customer.
5439,537,Email,2025-11-06,Pending,Discussed budget and preferred location.
5440,2850,Email,2026-04-22,Failed,Scheduled follow-up call.
5441,1603,Follow-up,2025-09-30,Pending,No response from customer.
5442,1274,Site Visit,2025-02-12,Completed,Shared available property options.
5443,2968,Call,2025-08-20,Completed,No response from customer.
5444,2558,Document Shared,2026-05-05,Completed,Customer requested more details.
5445,2678,Site Visit,2026-02-07,Pending,No response from customer.
5446,1097,Document Shared,2025-11-27,Pending,Sent lease and booking information.
5447,1306,Site Visit,2025-06-10,Completed,No response from customer.
5448,916,Email,2025-06-15,Failed,Sent lease and booking information.
5449,152,Follow-up,2025-09-17,Completed,Discussed budget and preferred location.
5450,1029,WhatsApp,2026-02-11,Failed,Customer requested more details.
5451,1219,Email,2025-08-06,Failed,Shared available property options.
5452,1978,WhatsApp,2025-01-28,Failed,Customer requested more details.
5453,2512,WhatsApp,2025-05-02,Pending,Customer requested more details.
5454,271,Follow-up,2025-04-20,Pending,Discussed budget and preferred location.
5455,1187,Follow-up,2026-04-24,Failed,Discussed budget and preferred location.
5456,460,Site Visit,2026-04-20,Pending,Discussed budget and preferred location.
5457,105,Call,2026-01-18,Completed,Scheduled follow-up call.
5458,1711,Document Shared,2025-12-31,Failed,Sent lease and booking information.
5459,2210,Follow-up,2025-08-15,Pending,Sent lease and booking information.
5460,2399,Call,2025-11-07,Completed,No response from customer.
5461,434,Call,2025-07-13,Failed,Customer requested more details.
5462,2900,WhatsApp,2026-05-10,Completed,Shared available property options.
5463,140,Follow-up,2025-02-16,Pending,Discussed budget and preferred location.
5464,1495,Site Visit,2025-11-30,Completed,Customer requested more details.
5465,87,WhatsApp,2025-11-21,Pending,No response from customer.
5466,1712,Document Shared,2025-08-06,Pending,Customer requested more details.
5467,2231,Email,2026-01-12,Failed,Scheduled follow-up call.
5468,2416,Follow-up,2025-07-05,Pending,Scheduled follow-up call.
5469,129,WhatsApp,2025-10-15,Completed,Discussed budget and preferred location.
5470,1270,Site Visit,2025-11-19,Failed,No response from customer.
5471,1602,Follow-up,2026-05-30,Failed,No response from customer.
5472,670,Follow-up,2025-04-24,Failed,Scheduled follow-up call.
5473,149,Email,2025-08-04,Completed,Discussed budget and preferred location.
5474,985,Site Visit,2026-03-05,Pending,Sent lease and booking information.
5475,852,Call,2026-03-19,Pending,Discussed budget and preferred location.
5476,1457,Site Visit,2025-05-13,Completed,Scheduled follow-up call.
5477,628,SMS,2025-04-15,Completed,Discussed budget and preferred location.
5478,1493,Call,2025-06-20,Pending,Scheduled follow-up call.
5479,2494,Call,2026-05-03,Completed,Scheduled follow-up call.
5480,2045,Site Visit,2025-02-15,Pending,Scheduled follow-up call.
5481,884,WhatsApp,2025-06-14,Pending,Shared available property options.
5482,2342,Call,2026-02-23,Failed,Discussed budget and preferred location.
5483,1789,Call,2025-04-24,Pending,Customer requested more details.
5484,250,Call,2025-04-19,Completed,Customer requested more details.
5485,2926,Call,2025-04-27,Failed,Shared available property options.
5486,948,Call,2025-03-10,Pending,Scheduled follow-up call.
5487,975,Site Visit,2026-01-30,Failed,No response from customer.
5488,1326,WhatsApp,2025-08-19,Failed,Discussed budget and preferred location.
5489,2837,Email,2025-01-17,Failed,Shared available property options.
5490,984,Site Visit,2026-01-16,Completed,Discussed budget and preferred location.
5491,889,Email,2025-06-25,Completed,Scheduled follow-up call.
5492,2938,SMS,2025-02-28,Completed,Sent lease and booking information.
5493,2118,Call,2026-05-28,Failed,Customer requested more details.
5494,2673,Follow-up,2025-05-04,Completed,Shared available property options.
5495,875,WhatsApp,2025-02-10,Pending,Sent lease and booking information.
5496,1327,Call,2025-03-15,Completed,Scheduled follow-up call.
5497,471,Document Shared,2025-04-07,Failed,Discussed budget and preferred location.
5498,1988,WhatsApp,2025-08-29,Failed,Customer requested more details.
5499,91,Site Visit,2025-03-02,Failed,Sent lease and booking information.
5500,530,Email,2026-01-03,Pending,Sent lease and booking information.
5501,661,Site Visit,2025-05-24,Completed,Customer requested more details.
5502,739,Site Visit,2025-04-20,Pending,No response from customer.
5503,2774,Email,2025-10-27,Pending,Sent lease and booking information.
5504,872,WhatsApp,2025-08-11,Failed,Shared available property options.
